Extract Name	Protocol Ref	Assay Name	Protocol Ref	Data Transformation Name
TgPgUs_84 (DNA extract)	RFLP assay	TgPgUs_84 (RFLP assay)	data transformation	TgPgUs_84 (RFLPGenotype)
TgPgUs_90 (DNA extract)	RFLP assay	TgPgUs_90 (RFLP assay)	data transformation	TgPgUs_90 (RFLPGenotype)
TgPgUs_96 (DNA extract)	RFLP assay	TgPgUs_96 (RFLP assay)	data transformation	TgPgUs_96 (RFLPGenotype)
P10 (DNA extract)	RFLP assay	P10 (RFLP assay)	data transformation	P10 (RFLPGenotype)
TgPgUs89 (DNA extract)	RFLP assay	TgPgUs89 (RFLP assay)	data transformation	TgPgUs89 (RFLPGenotype)
TgPgUs5 (DNA extract)	RFLP assay	TgPgUs5 (RFLP assay)	data transformation	TgPgUs5 (RFLPGenotype)
TgPgUs10 (DNA extract)	RFLP assay	TgPgUs10 (RFLP assay)	data transformation	TgPgUs10 (RFLPGenotype)
TgPgUs14 (DNA extract)	RFLP assay	TgPgUs14 (RFLP assay)	data transformation	TgPgUs14 (RFLPGenotype)
TgPgUs15-a.k.a.P89 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P89 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P89 (RFLPGenotype)
TgPgUs15-a.k.a.P45 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P45 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P45 (RFLPGenotype)
TgPgUs15-a.k.a.P46 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P46 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P46 (RFLPGenotype)
TgPgUs15-a.k.a.P55 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P55 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P55 (RFLPGenotype)
TgPgUs15-a.k.a.P57 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P57 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P57 (RFLPGenotype)
TgPgUs15-a.k.a.P58 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P58 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P58 (RFLPGenotype)
TgPgUs15-a.k.a.P76 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P76 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P76 (RFLPGenotype)
TgPgUs15-a.k.a.P92 (DNA extract)	RFLP assay	TgPgUs15-a.k.a.P92 (RFLP assay)	data transformation	TgPgUs15-a.k.a.P92 (RFLPGenotype)
TgPgUs11 (DNA extract)	RFLP assay	TgPgUs11 (RFLP assay)	data transformation	TgPgUs11 (RFLPGenotype)
P105_WGA (DNA extract)	RFLP assay	P105_WGA (RFLP assay)	data transformation	P105_WGA (RFLPGenotype)
TgRaW1 (DNA extract)	RFLP assay	TgRaW1 (RFLP assay)	data transformation	TgRaW1 (RFLPGenotype)
TgRaGa1 (DNA extract)	RFLP assay	TgRaGa1 (RFLP assay)	data transformation	TgRaGa1 (RFLPGenotype)
TgRaW5 (DNA extract)	RFLP assay	TgRaW5 (RFLP assay)	data transformation	TgRaW5 (RFLPGenotype)
TgRaCa2 (DNA extract)	RFLP assay	TgRaCa2 (RFLP assay)	data transformation	TgRaCa2 (RFLPGenotype)
TgRaTx1 (DNA extract)	RFLP assay	TgRaTx1 (RFLP assay)	data transformation	TgRaTx1 (RFLPGenotype)
TgRaGa8 (DNA extract)	RFLP assay	TgRaGa8 (RFLP assay)	data transformation	TgRaGa8 (RFLPGenotype)
TgRaW4 (DNA extract)	RFLP assay	TgRaW4 (RFLP assay)	data transformation	TgRaW4 (RFLPGenotype)
TgRaGa2 (DNA extract)	RFLP assay	TgRaGa2 (RFLP assay)	data transformation	TgRaGa2 (RFLPGenotype)
TgRaW2 (DNA extract)	RFLP assay	TgRaW2 (RFLP assay)	data transformation	TgRaW2 (RFLPGenotype)
TgRaW3 (DNA extract)	RFLP assay	TgRaW3 (RFLP assay)	data transformation	TgRaW3 (RFLPGenotype)
TgNlTX1 (DNA extract)	RFLP assay	TgNlTX1 (RFLP assay)	data transformation	TgNlTX1 (RFLPGenotype)
R18 (DNA extract)	RFLP assay	R18 (RFLP assay)	data transformation	R18 (RFLPGenotype)
R961 (DNA extract)	RFLP assay	R961 (RFLP assay)	data transformation	R961 (RFLPGenotype)
TgSoUs_5 (DNA extract)	RFLP assay	TgSoUs_5 (RFLP assay)	data transformation	TgSoUs_5 (RFLPGenotype)
TgSoUs_20 (DNA extract)	RFLP assay	TgSoUs_20 (RFLP assay)	data transformation	TgSoUs_20 (RFLPGenotype)
TgSoUs27 (DNA extract)	RFLP assay	TgSoUs27 (RFLP assay)	data transformation	TgSoUs27 (RFLPGenotype)
TgSoUs36 (DNA extract)	RFLP assay	TgSoUs36 (RFLP assay)	data transformation	TgSoUs36 (RFLPGenotype)
761 (DNA extract)	RFLP assay	761 (RFLP assay)	data transformation	761 (RFLPGenotype)
TgSoUS41 (DNA extract)	RFLP assay	TgSoUS41 (RFLP assay)	data transformation	TgSoUS41 (RFLPGenotype)
TgSoUs_3 (DNA extract)	RFLP assay	TgSoUs_3 (RFLP assay)	data transformation	TgSoUs_3 (RFLPGenotype)
TgSoUs_4 (DNA extract)	RFLP assay	TgSoUs_4 (RFLP assay)	data transformation	TgSoUs_4 (RFLPGenotype)
TgSoUs_18 (DNA extract)	RFLP assay	TgSoUs_18 (RFLP assay)	data transformation	TgSoUs_18 (RFLPGenotype)
TgSoUs_19 (DNA extract)	RFLP assay	TgSoUs_19 (RFLP assay)	data transformation	TgSoUs_19 (RFLPGenotype)
TgSoUs_21 (DNA extract)	RFLP assay	TgSoUs_21 (RFLP assay)	data transformation	TgSoUs_21 (RFLPGenotype)
TgSoUs26 (DNA extract)	RFLP assay	TgSoUs26 (RFLP assay)	data transformation	TgSoUs26 (RFLPGenotype)
TgSoUs29 (DNA extract)	RFLP assay	TgSoUs29 (RFLP assay)	data transformation	TgSoUs29 (RFLPGenotype)
TgSoUs30 (DNA extract)	RFLP assay	TgSoUs30 (RFLP assay)	data transformation	TgSoUs30 (RFLPGenotype)
TgSoUs37 (DNA extract)	RFLP assay	TgSoUs37 (RFLP assay)	data transformation	TgSoUs37 (RFLPGenotype)
TgSoUS42 (DNA extract)	RFLP assay	TgSoUS42 (RFLP assay)	data transformation	TgSoUS42 (RFLPGenotype)
TgSoUS43 (DNA extract)	RFLP assay	TgSoUS43 (RFLP assay)	data transformation	TgSoUS43 (RFLPGenotype)
790 (DNA extract)	RFLP assay	790 (RFLP assay)	data transformation	790 (RFLPGenotype)
TgSoUs35 (DNA extract)	RFLP assay	TgSoUs35 (RFLP assay)	data transformation	TgSoUs35 (RFLPGenotype)
Type_A:_TgSoUs6 (DNA extract)	RFLP assay	Type_A:_TgSoUs6 (RFLP assay)	data transformation	Type_A:_TgSoUs6 (RFLPGenotype)
7 (DNA extract)	RFLP assay	7 (RFLP assay)	data transformation	7 (RFLPGenotype)
9 (DNA extract)	RFLP assay	9 (RFLP assay)	data transformation	9 (RFLPGenotype)
10 (DNA extract)	RFLP assay	10 (RFLP assay)	data transformation	10 (RFLPGenotype)
12 (DNA extract)	RFLP assay	12 (RFLP assay)	data transformation	12 (RFLPGenotype)
13 (DNA extract)	RFLP assay	13 (RFLP assay)	data transformation	13 (RFLPGenotype)
14 (DNA extract)	RFLP assay	14 (RFLP assay)	data transformation	14 (RFLPGenotype)
22 (DNA extract)	RFLP assay	22 (RFLP assay)	data transformation	22 (RFLPGenotype)
23 (DNA extract)	RFLP assay	23 (RFLP assay)	data transformation	23 (RFLPGenotype)
24 (DNA extract)	RFLP assay	24 (RFLP assay)	data transformation	24 (RFLPGenotype)
25 (DNA extract)	RFLP assay	25 (RFLP assay)	data transformation	25 (RFLPGenotype)
Type_X:_TgSoUs8 (DNA extract)	RFLP assay	Type_X:_TgSoUs8 (RFLP assay)	data transformation	Type_X:_TgSoUs8 (RFLPGenotype)
11 (DNA extract)	RFLP assay	11 (RFLP assay)	data transformation	11 (RFLPGenotype)
15 (DNA extract)	RFLP assay	15 (RFLP assay)	data transformation	15 (RFLPGenotype)
Type_A:_TgSoUs32 (DNA extract)	RFLP assay	Type_A:_TgSoUs32 (RFLP assay)	data transformation	Type_A:_TgSoUs32 (RFLPGenotype)
33 (DNA extract)	RFLP assay	33 (RFLP assay)	data transformation	33 (RFLPGenotype)
34 (DNA extract)	RFLP assay	34 (RFLP assay)	data transformation	34 (RFLPGenotype)
0729 (DNA extract)	RFLP assay	0729 (RFLP assay)	data transformation	0729 (RFLPGenotype)
0791 (DNA extract)	RFLP assay	0791 (RFLP assay)	data transformation	0791 (RFLPGenotype)
Unknown:_TgSoUs16 (DNA extract)	RFLP assay	Unknown:_TgSoUs16 (RFLP assay)	data transformation	Unknown:_TgSoUs16 (RFLPGenotype)
17 (DNA extract)	RFLP assay	17 (RFLP assay)	data transformation	17 (RFLPGenotype)
TgSoUS40 (DNA extract)	RFLP assay	TgSoUS40 (RFLP assay)	data transformation	TgSoUS40 (RFLPGenotype)
TgSoUS44 (DNA extract)	RFLP assay	TgSoUS44 (RFLP assay)	data transformation	TgSoUS44 (RFLPGenotype)
Type_X:_TgSoUs31 (DNA extract)	RFLP assay	Type_X:_TgSoUs31 (RFLP assay)	data transformation	Type_X:_TgSoUs31 (RFLPGenotype)
Unknown:_TgSoUs38 (DNA extract)	RFLP assay	Unknown:_TgSoUs38 (RFLP assay)	data transformation	Unknown:_TgSoUs38 (RFLPGenotype)
TgSoUs1 (DNA extract)	RFLP assay	TgSoUs1 (RFLP assay)	data transformation	TgSoUs1 (RFLPGenotype)
TgSoUs2 (DNA extract)	RFLP assay	TgSoUs2 (RFLP assay)	data transformation	TgSoUs2 (RFLPGenotype)
TgSoUs39 (DNA extract)	RFLP assay	TgSoUs39 (RFLP assay)	data transformation	TgSoUs39 (RFLPGenotype)
TgShUs6 (DNA extract)	RFLP assay	TgShUs6 (RFLP assay)	data transformation	TgShUs6 (RFLPGenotype)
TgShUs7 (DNA extract)	RFLP assay	TgShUs7 (RFLP assay)	data transformation	TgShUs7 (RFLPGenotype)
TgShUs15 (DNA extract)	RFLP assay	TgShUs15 (RFLP assay)	data transformation	TgShUs15 (RFLPGenotype)
TgShUs16 (DNA extract)	RFLP assay	TgShUs16 (RFLP assay)	data transformation	TgShUs16 (RFLPGenotype)
TgShUs18 (DNA extract)	RFLP assay	TgShUs18 (RFLP assay)	data transformation	TgShUs18 (RFLPGenotype)
TgShUs19 (DNA extract)	RFLP assay	TgShUs19 (RFLP assay)	data transformation	TgShUs19 (RFLPGenotype)
TgShUs20 (DNA extract)	RFLP assay	TgShUs20 (RFLP assay)	data transformation	TgShUs20 (RFLPGenotype)
TgShUs33 (DNA extract)	RFLP assay	TgShUs33 (RFLP assay)	data transformation	TgShUs33 (RFLPGenotype)
TgShUs41a (DNA extract)	RFLP assay	TgShUs41a (RFLP assay)	data transformation	TgShUs41a (RFLPGenotype)
TgShUs42b (DNA extract)	RFLP assay	TgShUs42b (RFLP assay)	data transformation	TgShUs42b (RFLPGenotype)
TgShUs44 (DNA extract)	RFLP assay	TgShUs44 (RFLP assay)	data transformation	TgShUs44 (RFLPGenotype)
TgShUs46 (DNA extract)	RFLP assay	TgShUs46 (RFLP assay)	data transformation	TgShUs46 (RFLPGenotype)
TgShUs48 (DNA extract)	RFLP assay	TgShUs48 (RFLP assay)	data transformation	TgShUs48 (RFLPGenotype)
TgShUs49b (DNA extract)	RFLP assay	TgShUs49b (RFLP assay)	data transformation	TgShUs49b (RFLPGenotype)
TgShUs50 (DNA extract)	RFLP assay	TgShUs50 (RFLP assay)	data transformation	TgShUs50 (RFLPGenotype)
TgShUs51 (DNA extract)	RFLP assay	TgShUs51 (RFLP assay)	data transformation	TgShUs51 (RFLPGenotype)
TgShUs53 (DNA extract)	RFLP assay	TgShUs53 (RFLP assay)	data transformation	TgShUs53 (RFLPGenotype)
PTG (DNA extract)	RFLP assay	PTG (RFLP assay)	data transformation	PTG (RFLPGenotype)
TgShUs13 (DNA extract)	RFLP assay	TgShUs13 (RFLP assay)	data transformation	TgShUs13 (RFLPGenotype)
TgShUs17 (DNA extract)	RFLP assay	TgShUs17 (RFLP assay)	data transformation	TgShUs17 (RFLPGenotype)
TgShUs21 (DNA extract)	RFLP assay	TgShUs21 (RFLP assay)	data transformation	TgShUs21 (RFLPGenotype)
TgShUs36 (DNA extract)	RFLP assay	TgShUs36 (RFLP assay)	data transformation	TgShUs36 (RFLPGenotype)
TgShUs40b (DNA extract)	RFLP assay	TgShUs40b (RFLP assay)	data transformation	TgShUs40b (RFLPGenotype)
TgShUs41b (DNA extract)	RFLP assay	TgShUs41b (RFLP assay)	data transformation	TgShUs41b (RFLPGenotype)
TgShUs42a (DNA extract)	RFLP assay	TgShUs42a (RFLP assay)	data transformation	TgShUs42a (RFLPGenotype)
TgShUs43 (DNA extract)	RFLP assay	TgShUs43 (RFLP assay)	data transformation	TgShUs43 (RFLPGenotype)
TgShUs4 (DNA extract)	RFLP assay	TgShUs4 (RFLP assay)	data transformation	TgShUs4 (RFLPGenotype)
TgShUs9 (DNA extract)	RFLP assay	TgShUs9 (RFLP assay)	data transformation	TgShUs9 (RFLPGenotype)
TgShUs10 (DNA extract)	RFLP assay	TgShUs10 (RFLP assay)	data transformation	TgShUs10 (RFLPGenotype)
TgShUs12 (DNA extract)	RFLP assay	TgShUs12 (RFLP assay)	data transformation	TgShUs12 (RFLPGenotype)
TgShUs14 (DNA extract)	RFLP assay	TgShUs14 (RFLP assay)	data transformation	TgShUs14 (RFLPGenotype)
TgShUs23 (DNA extract)	RFLP assay	TgShUs23 (RFLP assay)	data transformation	TgShUs23 (RFLPGenotype)
TgShUs24 (DNA extract)	RFLP assay	TgShUs24 (RFLP assay)	data transformation	TgShUs24 (RFLPGenotype)
TgShUs25 (DNA extract)	RFLP assay	TgShUs25 (RFLP assay)	data transformation	TgShUs25 (RFLPGenotype)
TgShUs26 (DNA extract)	RFLP assay	TgShUs26 (RFLP assay)	data transformation	TgShUs26 (RFLPGenotype)
TgShUs3 (DNA extract)	RFLP assay	TgShUs3 (RFLP assay)	data transformation	TgShUs3 (RFLPGenotype)
TgShUs8 (DNA extract)	RFLP assay	TgShUs8 (RFLP assay)	data transformation	TgShUs8 (RFLPGenotype)
TgShUs11 (DNA extract)	RFLP assay	TgShUs11 (RFLP assay)	data transformation	TgShUs11 (RFLPGenotype)
TgShUs29 (DNA extract)	RFLP assay	TgShUs29 (RFLP assay)	data transformation	TgShUs29 (RFLPGenotype)
TgShUs30 (DNA extract)	RFLP assay	TgShUs30 (RFLP assay)	data transformation	TgShUs30 (RFLPGenotype)
TgShUs31 (DNA extract)	RFLP assay	TgShUs31 (RFLP assay)	data transformation	TgShUs31 (RFLPGenotype)
TgShUs34 (DNA extract)	RFLP assay	TgShUs34 (RFLP assay)	data transformation	TgShUs34 (RFLPGenotype)
TgShUs38 (DNA extract)	RFLP assay	TgShUs38 (RFLP assay)	data transformation	TgShUs38 (RFLPGenotype)
TgShUs45 (DNA extract)	RFLP assay	TgShUs45 (RFLP assay)	data transformation	TgShUs45 (RFLPGenotype)
TgShUs37 (DNA extract)	RFLP assay	TgShUs37 (RFLP assay)	data transformation	TgShUs37 (RFLPGenotype)
TgShUs40a (DNA extract)	RFLP assay	TgShUs40a (RFLP assay)	data transformation	TgShUs40a (RFLPGenotype)
TgShUs1 (DNA extract)	RFLP assay	TgShUs1 (RFLP assay)	data transformation	TgShUs1 (RFLPGenotype)
TgShUs47 (DNA extract)	RFLP assay	TgShUs47 (RFLP assay)	data transformation	TgShUs47 (RFLPGenotype)
TgShUs52 (DNA extract)	RFLP assay	TgShUs52 (RFLP assay)	data transformation	TgShUs52 (RFLPGenotype)
TgShUs2 (DNA extract)	RFLP assay	TgShUs2 (RFLP assay)	data transformation	TgShUs2 (RFLPGenotype)
TgShUs5 (DNA extract)	RFLP assay	TgShUs5 (RFLP assay)	data transformation	TgShUs5 (RFLPGenotype)
TgShUs22 (DNA extract)	RFLP assay	TgShUs22 (RFLP assay)	data transformation	TgShUs22 (RFLPGenotype)
TgShUs28 (DNA extract)	RFLP assay	TgShUs28 (RFLP assay)	data transformation	TgShUs28 (RFLPGenotype)
TgShUs39 (DNA extract)	RFLP assay	TgShUs39 (RFLP assay)	data transformation	TgShUs39 (RFLPGenotype)
TgShUs49a (DNA extract)	RFLP assay	TgShUs49a (RFLP assay)	data transformation	TgShUs49a (RFLPGenotype)
TgShUs32 (DNA extract)	RFLP assay	TgShUs32 (RFLP assay)	data transformation	TgShUs32 (RFLPGenotype)
M7741 (DNA extract)	RFLP assay	M7741 (RFLP assay)	data transformation	M7741 (RFLPGenotype)
TgSkW1 (DNA extract)	RFLP assay	TgSkW1 (RFLP assay)	data transformation	TgSkW1 (RFLPGenotype)
TgSkCa1 (DNA extract)	RFLP assay	TgSkCa1 (RFLP assay)	data transformation	TgSkCa1 (RFLPGenotype)
TgSkMs1 (DNA extract)	RFLP assay	TgSkMs1 (RFLP assay)	data transformation	TgSkMs1 (RFLPGenotype)
TgSKMs3 (DNA extract)	RFLP assay	TgSKMs3 (RFLP assay)	data transformation	TgSKMs3 (RFLPGenotype)
TgEsMt1 (DNA extract)	RFLP assay	TgEsMt1 (RFLP assay)	data transformation	TgEsMt1 (RFLPGenotype)
Tg61 (DNA extract)	RFLP assay	Tg61 (RFLP assay)	data transformation	Tg61 (RFLPGenotype)
TgWyUs1 (DNA extract)	RFLP assay	TgWyUs1 (RFLP assay)	data transformation	TgWyUs1 (RFLPGenotype)
TgWyUs2 (DNA extract)	RFLP assay	TgWyUs2 (RFLP assay)	data transformation	TgWyUs2 (RFLPGenotype)
TgWyUs3 (DNA extract)	RFLP assay	TgWyUs3 (RFLP assay)	data transformation	TgWyUs3 (RFLPGenotype)
TgWyUs4 (DNA extract)	RFLP assay	TgWyUs4 (RFLP assay)	data transformation	TgWyUs4 (RFLPGenotype)
TgWolfMN1 (DNA extract)	RFLP assay	TgWolfMN1 (RFLP assay)	data transformation	TgWolfMN1 (RFLPGenotype)
TgWolfMN3 (DNA extract)	RFLP assay	TgWolfMN3 (RFLP assay)	data transformation	TgWolfMN3 (RFLPGenotype)
TgWolfMN4 (DNA extract)	RFLP assay	TgWolfMN4 (RFLP assay)	data transformation	TgWolfMN4 (RFLPGenotype)
TgWolfWI1 (DNA extract)	RFLP assay	TgWolfWI1 (RFLP assay)	data transformation	TgWolfWI1 (RFLPGenotype)
TgWolfAK1 (DNA extract)	RFLP assay	TgWolfAK1 (RFLP assay)	data transformation	TgWolfAK1 (RFLPGenotype)
TgCpBr2 (DNA extract)	RFLP assay	TgCpBr2 (RFLP assay)	data transformation	TgCpBr2 (RFLPGenotype)
TgCpBrTgCpBr4 (DNA extract)	RFLP assay	TgCpBrTgCpBr4 (RFLP assay)	data transformation	TgCpBrTgCpBr4 (RFLPGenotype)
TgCpBrTgCpBr5 (DNA extract)	RFLP assay	TgCpBrTgCpBr5 (RFLP assay)	data transformation	TgCpBrTgCpBr5 (RFLPGenotype)
TgCpBrTgCpBr6 (DNA extract)	RFLP assay	TgCpBrTgCpBr6 (RFLP assay)	data transformation	TgCpBrTgCpBr6 (RFLPGenotype)
TgCpBrTgCpBr7 (DNA extract)	RFLP assay	TgCpBrTgCpBr7 (RFLP assay)	data transformation	TgCpBrTgCpBr7 (RFLPGenotype)
TgBrCp_14 (DNA extract)	RFLP assay	TgBrCp_14 (RFLP assay)	data transformation	TgBrCp_14 (RFLPGenotype)
TgCpBr36 (DNA extract)	RFLP assay	TgCpBr36 (RFLP assay)	data transformation	TgCpBr36 (RFLPGenotype)
TgCpBrTgCpBr17 (DNA extract)	RFLP assay	TgCpBrTgCpBr17 (RFLP assay)	data transformation	TgCpBrTgCpBr17 (RFLPGenotype)
TgCpBrTgCpBr18 (DNA extract)	RFLP assay	TgCpBrTgCpBr18 (RFLP assay)	data transformation	TgCpBrTgCpBr18 (RFLPGenotype)
TgCpBrTgCpBr20 (DNA extract)	RFLP assay	TgCpBrTgCpBr20 (RFLP assay)	data transformation	TgCpBrTgCpBr20 (RFLPGenotype)
TgCpBr11 (DNA extract)	RFLP assay	TgCpBr11 (RFLP assay)	data transformation	TgCpBr11 (RFLPGenotype)
TgCpBrTgCpBr23 (DNA extract)	RFLP assay	TgCpBrTgCpBr23 (RFLP assay)	data transformation	TgCpBrTgCpBr23 (RFLPGenotype)
TgCpBrTgCpBr24 (DNA extract)	RFLP assay	TgCpBrTgCpBr24 (RFLP assay)	data transformation	TgCpBrTgCpBr24 (RFLPGenotype)
TgCpBr10 (DNA extract)	RFLP assay	TgCpBr10 (RFLP assay)	data transformation	TgCpBr10 (RFLPGenotype)
TgCpBrTgCpBr31 (DNA extract)	RFLP assay	TgCpBrTgCpBr31 (RFLP assay)	data transformation	TgCpBrTgCpBr31 (RFLPGenotype)
TgCpBr_29 (DNA extract)	RFLP assay	TgCpBr_29 (RFLP assay)	data transformation	TgCpBr_29 (RFLPGenotype)
TgCpBr34 (DNA extract)	RFLP assay	TgCpBr34 (RFLP assay)	data transformation	TgCpBr34 (RFLPGenotype)
TgCpBrTgCpBr35 (DNA extract)	RFLP assay	TgCpBrTgCpBr35 (RFLP assay)	data transformation	TgCpBrTgCpBr35 (RFLPGenotype)
TgCpBr8 (DNA extract)	RFLP assay	TgCpBr8 (RFLP assay)	data transformation	TgCpBr8 (RFLPGenotype)
TgCpBr13 (DNA extract)	RFLP assay	TgCpBr13 (RFLP assay)	data transformation	TgCpBr13 (RFLPGenotype)
TgCpBr15 (DNA extract)	RFLP assay	TgCpBr15 (RFLP assay)	data transformation	TgCpBr15 (RFLPGenotype)
TgCpBr9 (DNA extract)	RFLP assay	TgCpBr9 (RFLP assay)	data transformation	TgCpBr9 (RFLPGenotype)
TgCpBrTgCpBr12 (DNA extract)	RFLP assay	TgCpBrTgCpBr12 (RFLP assay)	data transformation	TgCpBrTgCpBr12 (RFLPGenotype)
TgCpBr19 (DNA extract)	RFLP assay	TgCpBr19 (RFLP assay)	data transformation	TgCpBr19 (RFLPGenotype)
TgCpBrTgCpBr21 (DNA extract)	RFLP assay	TgCpBrTgCpBr21 (RFLP assay)	data transformation	TgCpBrTgCpBr21 (RFLPGenotype)
TgCpBrTgCpBr22 (DNA extract)	RFLP assay	TgCpBrTgCpBr22 (RFLP assay)	data transformation	TgCpBrTgCpBr22 (RFLPGenotype)
TgCpBr33 (DNA extract)	RFLP assay	TgCpBr33 (RFLP assay)	data transformation	TgCpBr33 (RFLPGenotype)
TgCpBr26 (DNA extract)	RFLP assay	TgCpBr26 (RFLP assay)	data transformation	TgCpBr26 (RFLPGenotype)
TgCpBr1 (DNA extract)	RFLP assay	TgCpBr1 (RFLP assay)	data transformation	TgCpBr1 (RFLPGenotype)
TgCpBr27 (DNA extract)	RFLP assay	TgCpBr27 (RFLP assay)	data transformation	TgCpBr27 (RFLPGenotype)
TgCpBr3 (DNA extract)	RFLP assay	TgCpBr3 (RFLP assay)	data transformation	TgCpBr3 (RFLPGenotype)
TgCpBr25 (DNA extract)	RFLP assay	TgCpBr25 (RFLP assay)	data transformation	TgCpBr25 (RFLPGenotype)
TgCpBrTgCpBr30 (DNA extract)	RFLP assay	TgCpBrTgCpBr30 (RFLP assay)	data transformation	TgCpBrTgCpBr30 (RFLPGenotype)
TgCatStK3a (DNA extract)	RFLP assay	TgCatStK3a (RFLP assay)	data transformation	TgCatStK3a (RFLPGenotype)
K117C (DNA extract)	RFLP assay	K117C (RFLP assay)	data transformation	K117C (RFLPGenotype)
K125B (DNA extract)	RFLP assay	K125B (RFLP assay)	data transformation	K125B (RFLPGenotype)
TgCatStK2 (DNA extract)	RFLP assay	TgCatStK2 (RFLP assay)	data transformation	TgCatStK2 (RFLPGenotype)
TgCatStK3b (DNA extract)	RFLP assay	TgCatStK3b (RFLP assay)	data transformation	TgCatStK3b (RFLPGenotype)
TgCatStK4 (DNA extract)	RFLP assay	TgCatStK4 (RFLP assay)	data transformation	TgCatStK4 (RFLPGenotype)
TgCatStK6 (DNA extract)	RFLP assay	TgCatStK6 (RFLP assay)	data transformation	TgCatStK6 (RFLPGenotype)
TgCatBr42 (DNA extract)	RFLP assay	TgCatBr42 (RFLP assay)	data transformation	TgCatBr42 (RFLPGenotype)
TgCatBr47 (DNA extract)	RFLP assay	TgCatBr47 (RFLP assay)	data transformation	TgCatBr47 (RFLPGenotype)
TgCatBr53 (DNA extract)	RFLP assay	TgCatBr53 (RFLP assay)	data transformation	TgCatBr53 (RFLPGenotype)
TgCatBr54 (DNA extract)	RFLP assay	TgCatBr54 (RFLP assay)	data transformation	TgCatBr54 (RFLPGenotype)
TgCatBr55 (DNA extract)	RFLP assay	TgCatBr55 (RFLP assay)	data transformation	TgCatBr55 (RFLPGenotype)
TgCatBr62 (DNA extract)	RFLP assay	TgCatBr62 (RFLP assay)	data transformation	TgCatBr62 (RFLPGenotype)
TgCatBr71 (DNA extract)	RFLP assay	TgCatBr71 (RFLP assay)	data transformation	TgCatBr71 (RFLPGenotype)
TgCatBr75 (DNA extract)	RFLP assay	TgCatBr75 (RFLP assay)	data transformation	TgCatBr75 (RFLPGenotype)
TgCatBr2 (DNA extract)	RFLP assay	TgCatBr2 (RFLP assay)	data transformation	TgCatBr2 (RFLPGenotype)
TgCatBr12 (DNA extract)	RFLP assay	TgCatBr12 (RFLP assay)	data transformation	TgCatBr12 (RFLPGenotype)
TgCatBr17 (DNA extract)	RFLP assay	TgCatBr17 (RFLP assay)	data transformation	TgCatBr17 (RFLPGenotype)
TgCatBr21 (DNA extract)	RFLP assay	TgCatBr21 (RFLP assay)	data transformation	TgCatBr21 (RFLPGenotype)
TgCatBr30 (DNA extract)	RFLP assay	TgCatBr30 (RFLP assay)	data transformation	TgCatBr30 (RFLPGenotype)
TgCatBr58 (DNA extract)	RFLP assay	TgCatBr58 (RFLP assay)	data transformation	TgCatBr58 (RFLPGenotype)
TgCatBr59 (DNA extract)	RFLP assay	TgCatBr59 (RFLP assay)	data transformation	TgCatBr59 (RFLPGenotype)
TgCatBr60 (DNA extract)	RFLP assay	TgCatBr60 (RFLP assay)	data transformation	TgCatBr60 (RFLPGenotype)
TgCatBr73 (DNA extract)	RFLP assay	TgCatBr73 (RFLP assay)	data transformation	TgCatBr73 (RFLPGenotype)
TgCatBr74 (DNA extract)	RFLP assay	TgCatBr74 (RFLP assay)	data transformation	TgCatBr74 (RFLPGenotype)
TgCatBr3 (DNA extract)	RFLP assay	TgCatBr3 (RFLP assay)	data transformation	TgCatBr3 (RFLPGenotype)
TgCatBr4 (DNA extract)	RFLP assay	TgCatBr4 (RFLP assay)	data transformation	TgCatBr4 (RFLPGenotype)
TgCatMx2 (DNA extract)	RFLP assay	TgCatMx2 (RFLP assay)	data transformation	TgCatMx2 (RFLPGenotype)
TgCatMxTgCatMx5 (DNA extract)	RFLP assay	TgCatMxTgCatMx5 (RFLP assay)	data transformation	TgCatMxTgCatMx5 (RFLPGenotype)
TgCtCo2 (DNA extract)	RFLP assay	TgCtCo2 (RFLP assay)	data transformation	TgCtCo2 (RFLPGenotype)
TgCtCo7 (DNA extract)	RFLP assay	TgCtCo7 (RFLP assay)	data transformation	TgCtCo7 (RFLPGenotype)
TgCatBr39 (DNA extract)	RFLP assay	TgCatBr39 (RFLP assay)	data transformation	TgCatBr39 (RFLPGenotype)
TgCatBr51 (DNA extract)	RFLP assay	TgCatBr51 (RFLP assay)	data transformation	TgCatBr51 (RFLPGenotype)
TgCatBr52 (DNA extract)	RFLP assay	TgCatBr52 (RFLP assay)	data transformation	TgCatBr52 (RFLPGenotype)
