Source Name	Material Type	Term Source REF	Term Accession Number	Characteristics[MiXS_host_age]	Characteristics[BFO_0000023]	Characteristics[MiXS_alt]	Characteristics[MiXS_host_body_habitat]	Characteristics[OBI_0001627]	Characteristics[ENVO_00000176]	Characteristics[MiXS_env_biome]	Characteristics[MiXS_env_feature]	Characteristics[MiXS_host_common_name]	Characteristics[MiXS_host_taxid]	Characteristics[OBI_0001620]	Characteristics[OBI_0001621]	Characteristics[PATO_0000047]	Characteristics[GAZ_00000448]	Protocol REF	Sample Name	Material Type	Term Source REF	Term Accession Number	Description	Characteristics[MiXS_host_body_product]	Characteristics[MiXS_host_body_site]	Characteristics[MiXS_env_material]	Protocol REF	Extract Name	Material Type	Term Source REF	Term Accession Number
H-CV304	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV304	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV304	DNA extract	OBI	OBI_0001051
H-CV43	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV43	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV43	DNA extract	OBI	OBI_0001051
H-CV44	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV44	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV44	DNA extract	OBI	OBI_0001051
H-CV45	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV45	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV45	DNA extract	OBI	OBI_0001051
H-CV46	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV46	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV46	DNA extract	OBI	OBI_0001051
H-CV47	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV47	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV47	DNA extract	OBI	OBI_0001051
H-CV48	host organism	GO	GO_0018995	12	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV48	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV48	DNA extract	OBI	OBI_0001051
G-CV263	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV263	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV263	DNA extract	OBI	OBI_0001051
G-CV264	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV264	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV264	DNA extract	OBI	OBI_0001051
G-CV265	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV265	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV265	DNA extract	OBI	OBI_0001051
G-CV266	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV266	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV266	DNA extract	OBI	OBI_0001051
G-CV267	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV267	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV267	DNA extract	OBI	OBI_0001051
G-CV268	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV268	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV268	DNA extract	OBI	OBI_0001051
G-CV293	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV293	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV293	DNA extract	OBI	OBI_0001051
G-CV294	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV294	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV294	DNA extract	OBI	OBI_0001051
G-CV295	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV295	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV295	DNA extract	OBI	OBI_0001051
G-CV296	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV296	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV296	DNA extract	OBI	OBI_0001051
G-CV297	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV297	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV297	DNA extract	OBI	OBI_0001051
G-CV298	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV298	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV298	DNA extract	OBI	OBI_0001051
H-CV263	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV263	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV263	DNA extract	OBI	OBI_0001051
H-CV264	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV264	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV264	DNA extract	OBI	OBI_0001051
H-CV265	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV265	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV265	DNA extract	OBI	OBI_0001051
H-CV266	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV266	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV266	DNA extract	OBI	OBI_0001051
H-CV267	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV267	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV267	DNA extract	OBI	OBI_0001051
H-CV268	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV268	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV268	DNA extract	OBI	OBI_0001051
H-CV293	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV293	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV293	DNA extract	OBI	OBI_0001051
H-CV294	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV294	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV294	DNA extract	OBI	OBI_0001051
H-CV295	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV295	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV295	DNA extract	OBI	OBI_0001051
H-CV296	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV296	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV296	DNA extract	OBI	OBI_0001051
H-CV297	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV297	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV297	DNA extract	OBI	OBI_0001051
H-CV298	host organism	GO	GO_0018995	13	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV298	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV298	DNA extract	OBI	OBI_0001051
G-CJV201	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV201	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV201	DNA extract	OBI	OBI_0001051
G-CJV202	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV202	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV202	DNA extract	OBI	OBI_0001051
G-CJV203	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV203	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV203	DNA extract	OBI	OBI_0001051
G-CJV204	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV204	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV204	DNA extract	OBI	OBI_0001051
G-CJV205	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV205	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV205	DNA extract	OBI	OBI_0001051
G-CJV206	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CJV206	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CJV206	DNA extract	OBI	OBI_0001051
G-CV72	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV72	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV72	DNA extract	OBI	OBI_0001051
G-CV73	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV73	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV73	DNA extract	OBI	OBI_0001051
G-CV74	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV74	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV74	DNA extract	OBI	OBI_0001051
G-CV75	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV75	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV75	DNA extract	OBI	OBI_0001051
G-CV76	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV76	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV76	DNA extract	OBI	OBI_0001051
G-CV77	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV77	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV77	DNA extract	OBI	OBI_0001051
H-CJV201	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV201	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV201	DNA extract	OBI	OBI_0001051
H-CJV202	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV202	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV202	DNA extract	OBI	OBI_0001051
H-CJV203	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV203	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV203	DNA extract	OBI	OBI_0001051
H-CJV204	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV204	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV204	DNA extract	OBI	OBI_0001051
H-CJV205	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV205	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV205	DNA extract	OBI	OBI_0001051
H-CJV206	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CJV206	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CJV206	DNA extract	OBI	OBI_0001051
H-CV72	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV72	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV72	DNA extract	OBI	OBI_0001051
H-CV73	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV73	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV73	DNA extract	OBI	OBI_0001051
H-CV74	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV74	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV74	DNA extract	OBI	OBI_0001051
H-CV75	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV75	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV75	DNA extract	OBI	OBI_0001051
H-CV76	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV76	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV76	DNA extract	OBI	OBI_0001051
H-CV77	host organism	GO	GO_0018995	21	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV77	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV77	DNA extract	OBI	OBI_0001051
G-CV311	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV311	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV311	DNA extract	OBI	OBI_0001051
G-CV312	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV312	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV312	DNA extract	OBI	OBI_0001051
G-CV313	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV313	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV313	DNA extract	OBI	OBI_0001051
G-CV314	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV314	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV314	DNA extract	OBI	OBI_0001051
G-CV315	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV315	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV315	DNA extract	OBI	OBI_0001051
G-CV316	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.G.CV316	sample from organism	OBI	OBI_0000671	"Whole intestine tissue, with food content."	UBERON:tissue	UBERON:intestine	ENVO:organic material	DNA extraction	Extract 1064.G.CV316	DNA extract	OBI	OBI_0001051
H-CV311	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV311	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV311	DNA extract	OBI	OBI_0001051
H-CV312	host organism	GO	GO_0018995	22	worker	0	UBERON:multi-cellular organism	GAZ:Puerto Rico	43.1	ENVO:village biome	ENVO:insecta-associated habitat	honey bee	7460	18.22	-65.99	female	Gurabo	sample collection	1064.H.CV312	sample from organism	OBI	OBI_0000671	Complete Head	UBERON:tissue	UBERON:head	ENVO:organic material	DNA extraction	Extract 1064.H.CV312	DNA extract	OBI	OBI_0001051
